base_pid,gender,age_band,race,target_cell_proportion,clean_pool_cell_n,poststratification_weight
pid_1187,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1188,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_1189,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1190,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1191,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1192,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_1193,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1194,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1195,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1197,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1198,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1199,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1200,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1201,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1202,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1203,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_1204,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1205,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1206,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1207,Female,45-59,Asian / Asian American,0.008444025332076,7,2.31728180898828
pid_1208,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1209,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1210,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1211,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1212,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1213,Female,45-59,Other,0.0029440088320265,10,0.56554409663229
pid_1214,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1215,Female,45-59,Other,0.0029440088320265,10,0.56554409663229
pid_1216,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1217,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_1218,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1219,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1220,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1221,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1222,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1223,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1224,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_1225,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1226,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1227,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1228,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1229,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_1230,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1231,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1232,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1233,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1235,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1236,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1237,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_1238,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1239,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_1240,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1241,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_1242,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1243,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1244,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1245,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1246,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1247,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_1248,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1249,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1250,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1251,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1252,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_1253,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_1254,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1255,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1256,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1257,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1258,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1260,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1262,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1263,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1264,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1265,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1266,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_1267,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1268,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1269,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_1270,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1271,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1272,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1273,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1274,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1275,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_1276,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1277,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1278,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1279,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1280,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1281,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1283,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1284,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_1285,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1286,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1287,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_1288,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1289,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1290,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1291,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1292,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_1293,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1294,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1295,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_1296,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1298,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1299,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1300,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1301,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_1302,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1303,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1305,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1307,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1308,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1309,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1310,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1311,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1313,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1314,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1315,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1316,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1317,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1318,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1319,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1320,Male,45-59,Black / African American,0.0132780398341195,15,1.7004743014229
pid_1321,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1322,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1323,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1324,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1325,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1326,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1327,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1328,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1330,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1331,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1332,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1333,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1334,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_1335,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1337,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1338,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1339,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1340,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1342,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1343,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1344,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1345,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_1346,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1347,Male,45-59,Asian / Asian American,0.007667023001069,12,1.22736259875446
pid_1348,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1349,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1350,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_1351,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1352,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1353,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1355,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1356,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1357,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1358,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1359,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1360,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_1361,Male,45-59,Asian / Asian American,0.007667023001069,12,1.22736259875446
pid_1362,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1363,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1364,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1365,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1366,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1367,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1368,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1369,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1370,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1371,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1372,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1373,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1374,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1375,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1376,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1377,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1378,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1379,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1380,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1381,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1382,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1383,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_1384,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1385,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1386,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1387,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1388,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1389,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1390,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1392,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1393,Male,45-59,Other,0.0028330084990255,4,1.36055233165699
pid_1394,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1396,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1397,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1398,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1399,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1400,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1401,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1402,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1403,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1404,Male,18-29,Other,0.003889011667035,9,0.830087934708249
pid_1405,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1406,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1407,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1408,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1409,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_1411,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1412,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1413,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1414,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_1415,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_1416,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1417,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1418,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1419,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1420,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1421,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1422,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_1423,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1424,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1425,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1426,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1427,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1428,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1429,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1430,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1431,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1432,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1433,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1434,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1435,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1436,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1437,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1438,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1439,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1440,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1441,Male,18-29,Other,0.003889011667035,9,0.830087934708249
pid_1442,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1443,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1444,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_1445,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1446,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1447,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_1448,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1449,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1450,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1451,Male,60+,Hispanic / Latino,0.0162780488341465,12,2.60584431753295
pid_1452,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1453,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1454,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1455,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_1456,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1457,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1458,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1459,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1460,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1461,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1462,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1463,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1464,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1465,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1467,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1468,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1469,Male,45-59,Black / African American,0.0132780398341195,15,1.7004743014229
pid_1470,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1471,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1472,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1473,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1474,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1475,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_1477,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1478,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1479,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1480,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1481,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1482,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1483,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1485,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1487,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1488,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_1489,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1490,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1491,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1492,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1493,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_1494,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1495,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1499,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1500,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_1501,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1502,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1503,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1504,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1505,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1506,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1507,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1509,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1510,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1512,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1513,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1514,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1515,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1516,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1517,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1518,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1519,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_1520,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1521,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_1522,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1523,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1524,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1525,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1526,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1527,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1528,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1529,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1531,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1532,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1533,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1534,Male,45-59,Black / African American,0.0132780398341195,15,1.7004743014229
pid_1535,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1536,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1537,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1538,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_1539,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1540,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1541,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1542,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1543,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1544,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1545,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1546,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1547,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_1548,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_1549,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1550,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1551,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1552,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1553,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1554,Male,60+,Hispanic / Latino,0.0162780488341465,12,2.60584431753295
pid_1555,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1556,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1557,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1558,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1559,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1560,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1561,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1562,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1563,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_1564,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1565,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1566,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1567,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1568,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1569,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1570,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
