condition,base_pid,gender,age_band,race,selected_n,in_panel500
control,pid_122,Female,60+,White / Caucasian,1000,yes
control,pid_123,Male,60+,White / Caucasian,1000,yes
control,pid_128,Female,60+,White / Caucasian,1000,no
control,pid_129,Female,30-44,Asian / Asian-American,1000,yes
control,pid_132,Male,30-44,White / Caucasian,1000,no
control,pid_133,Female,60+,Latino / Hispanic,1000,yes
control,pid_136,Male,30-44,White / Caucasian,1000,no
control,pid_138,Female,30-44,White / Caucasian,1000,no
control,pid_145,Female,18-29,Latino / Hispanic,1000,no
control,pid_155,Female,18-29,Black / African-American,1000,no
control,pid_160,Male,60+,White / Caucasian,1000,yes
control,pid_162,Female,18-29,White / Caucasian,1000,no
control,pid_163,Male,45-59,White / Caucasian,1000,yes
control,pid_164,Female,45-59,White / Caucasian,1000,no
control,pid_165,Male,45-59,Latino / Hispanic,1000,yes
control,pid_167,Female,60+,White / Caucasian,1000,yes
control,pid_171,Male,60+,White / Caucasian,1000,no
control,pid_173,Female,30-44,White / Caucasian,1000,yes
control,pid_174,Female,60+,White / Caucasian,1000,yes
control,pid_175,Male,45-59,White / Caucasian,1000,no
control,pid_180,Female,60+,Black / African-American,1000,yes
control,pid_182,Female,60+,White / Caucasian,1000,yes
control,pid_184,Female,60+,White / Caucasian,1000,no
control,pid_186,Female,18-29,Black / African-American,1000,yes
control,pid_187,Male,60+,White / Caucasian,1000,no
control,pid_189,Female,45-59,White / Caucasian,1000,yes
control,pid_195,Male,45-59,White / Caucasian,1000,no
control,pid_198,Female,30-44,White / Caucasian,1000,yes
control,pid_199,Female,60+,White / Caucasian,1000,no
control,pid_201,Female,60+,White / Caucasian,1000,no
control,pid_203,Male,60+,White / Caucasian,1000,no
control,pid_204,Female,60+,White / Caucasian,1000,yes
control,pid_205,Female,30-44,Latino / Hispanic,1000,no
control,pid_207,Female,45-59,Black / African-American,1000,yes
control,pid_210,Male,60+,Black / African-American,1000,no
control,pid_211,Female,45-59,White / Caucasian,1000,no
control,pid_212,Male,60+,Other,1000,no
control,pid_216,Male,18-29,Black / African-American,1000,no
control,pid_217,Male,60+,White / Caucasian,1000,yes
control,pid_218,Male,60+,White / Caucasian,1000,no
control,pid_221,Male,60+,White / Caucasian,1000,no
control,pid_222,Female,60+,White / Caucasian,1000,no
control,pid_223,Male,60+,Black / African-American,1000,yes
control,pid_224,Male,45-59,Black / African-American,1000,no
control,pid_226,Female,45-59,Black / African-American,1000,no
control,pid_233,Male,30-44,Latino / Hispanic,1000,no
control,pid_235,Male,18-29,White / Caucasian,1000,no
control,pid_236,Female,30-44,Latino / Hispanic,1000,no
control,pid_238,Female,45-59,White / Caucasian,1000,no
control,pid_239,Male,60+,White / Caucasian,1000,no
control,pid_240,Male,30-44,Other,1000,no
control,pid_242,Female,18-29,White / Caucasian,1000,no
control,pid_244,Female,45-59,White / Caucasian,1000,no
control,pid_245,Female,30-44,White / Caucasian,1000,yes
control,pid_246,Male,45-59,White / Caucasian,1000,no
control,pid_247,Male,45-59,Black / African-American,1000,no
control,pid_248,Male,45-59,White / Caucasian,1000,yes
control,pid_249,Male,60+,White / Caucasian,1000,no
control,pid_251,Male,60+,White / Caucasian,1000,no
control,pid_253,Female,60+,White / Caucasian,1000,yes
control,pid_255,Male,30-44,White / Caucasian,1000,no
control,pid_256,Female,30-44,Black / African-American,1000,no
control,pid_257,Male,45-59,Asian / Asian-American,1000,no
control,pid_258,Male,60+,White / Caucasian,1000,yes
control,pid_262,Male,60+,White / Caucasian,1000,yes
control,pid_263,Female,45-59,White / Caucasian,1000,yes
control,pid_264,Female,60+,White / Caucasian,1000,no
control,pid_265,Female,60+,Black / African-American,1000,yes
control,pid_267,Male,30-44,Latino / Hispanic,1000,no
control,pid_268,Male,60+,White / Caucasian,1000,yes
control,pid_269,Male,18-29,Asian / Asian-American,1000,no
control,pid_273,Male,60+,Latino / Hispanic,1000,yes
control,pid_275,Male,60+,White / Caucasian,1000,no
control,pid_276,Male,60+,White / Caucasian,1000,yes
control,pid_278,Male,60+,White / Caucasian,1000,yes
control,pid_281,Female,45-59,Black / African-American,1000,no
control,pid_282,Male,18-29,White / Caucasian,1000,yes
control,pid_283,Female,60+,White / Caucasian,1000,yes
control,pid_285,Male,45-59,White / Caucasian,1000,yes
control,pid_288,Female,18-29,Black / African-American,1000,no
control,pid_289,Male,30-44,White / Caucasian,1000,yes
control,pid_290,Male,30-44,Latino / Hispanic,1000,yes
control,pid_291,Male,45-59,White / Caucasian,1000,no
control,pid_292,Male,30-44,White / Caucasian,1000,no
control,pid_294,Male,60+,Black / African-American,1000,yes
control,pid_296,Female,30-44,Latino / Hispanic,1000,yes
control,pid_303,Female,60+,Black / African-American,1000,yes
control,pid_305,Male,18-29,Latino / Hispanic,1000,yes
control,pid_307,Male,60+,White / Caucasian,1000,no
control,pid_311,Female,45-59,White / Caucasian,1000,no
control,pid_312,Female,60+,Latino / Hispanic,1000,no
control,pid_315,Male,18-29,White / Caucasian,1000,yes
control,pid_316,Female,45-59,White / Caucasian,1000,no
control,pid_317,Female,45-59,Other,1000,no
control,pid_318,Female,45-59,White / Caucasian,1000,yes
control,pid_329,Male,60+,White / Caucasian,1000,yes
control,pid_331,Male,45-59,White / Caucasian,1000,no
control,pid_332,Male,60+,Latino / Hispanic,1000,no
control,pid_333,Female,60+,White / Caucasian,1000,yes
control,pid_336,Female,30-44,Latino / Hispanic,1000,yes
control,pid_337,Male,60+,White / Caucasian,1000,yes
control,pid_339,Male,45-59,Black / African-American,1000,yes
control,pid_345,Male,45-59,White / Caucasian,1000,yes
control,pid_347,Female,60+,White / Caucasian,1000,no
control,pid_348,Female,45-59,Black / African-American,1000,yes
control,pid_350,Male,45-59,Latino / Hispanic,1000,yes
control,pid_352,Female,60+,White / Caucasian,1000,no
control,pid_353,Male,45-59,Latino / Hispanic,1000,yes
control,pid_355,Male,18-29,Latino / Hispanic,1000,no
control,pid_361,Female,60+,White / Caucasian,1000,no
control,pid_362,Female,60+,White / Caucasian,1000,no
control,pid_363,Male,30-44,White / Caucasian,1000,yes
control,pid_366,Female,60+,White / Caucasian,1000,yes
control,pid_367,Male,30-44,White / Caucasian,1000,no
control,pid_368,Female,60+,White / Caucasian,1000,yes
control,pid_369,Female,45-59,White / Caucasian,1000,yes
control,pid_371,Female,45-59,White / Caucasian,1000,yes
control,pid_372,Male,30-44,White / Caucasian,1000,no
control,pid_373,Female,60+,White / Caucasian,1000,yes
control,pid_374,Male,60+,White / Caucasian,1000,no
control,pid_376,Male,60+,Black / African-American,1000,yes
control,pid_378,Female,30-44,Asian / Asian-American,1000,yes
control,pid_379,Male,60+,Other,1000,yes
control,pid_381,Male,45-59,White / Caucasian,1000,no
control,pid_384,Female,60+,Black / African-American,1000,yes
control,pid_388,Female,60+,White / Caucasian,1000,no
control,pid_389,Female,60+,White / Caucasian,1000,no
control,pid_391,Male,60+,White / Caucasian,1000,yes
control,pid_393,Male,60+,Latino / Hispanic,1000,yes
control,pid_396,Male,30-44,Latino / Hispanic,1000,no
control,pid_398,Female,60+,Latino / Hispanic,1000,yes
control,pid_401,Male,18-29,Latino / Hispanic,1000,no
control,pid_402,Female,60+,Asian / Asian-American,1000,yes
control,pid_403,Male,30-44,Black / African-American,1000,yes
control,pid_404,Male,45-59,White / Caucasian,1000,no
control,pid_406,Male,18-29,White / Caucasian,1000,yes
control,pid_407,Male,60+,Latino / Hispanic,1000,yes
control,pid_409,Male,45-59,White / Caucasian,1000,no
control,pid_411,Male,45-59,White / Caucasian,1000,yes
control,pid_412,Male,45-59,White / Caucasian,1000,yes
control,pid_416,Male,45-59,White / Caucasian,1000,no
control,pid_417,Male,60+,White / Caucasian,1000,no
control,pid_420,Male,45-59,White / Caucasian,1000,no
control,pid_421,Female,60+,White / Caucasian,1000,no
control,pid_425,Male,45-59,White / Caucasian,1000,yes
control,pid_431,Male,45-59,White / Caucasian,1000,no
control,pid_441,Male,60+,Black / African-American,1000,no
control,pid_443,Male,30-44,Black / African-American,1000,yes
control,pid_445,Male,45-59,White / Caucasian,1000,yes
control,pid_446,Female,30-44,White / Caucasian,1000,no
control,pid_447,Male,60+,Asian / Asian-American,1000,yes
control,pid_448,Male,30-44,White / Caucasian,1000,no
control,pid_450,Female,45-59,White / Caucasian,1000,yes
control,pid_451,Female,60+,White / Caucasian,1000,yes
control,pid_453,Male,18-29,Black / African-American,1000,yes
control,pid_454,Male,45-59,White / Caucasian,1000,no
control,pid_455,Female,45-59,Asian / Asian-American,1000,yes
control,pid_456,Female,45-59,White / Caucasian,1000,yes
control,pid_458,Female,30-44,Black / African-American,1000,no
control,pid_459,Female,60+,White / Caucasian,1000,yes
control,pid_460,Male,45-59,White / Caucasian,1000,yes
control,pid_461,Male,60+,White / Caucasian,1000,yes
control,pid_462,Female,60+,White / Caucasian,1000,yes
control,pid_463,Female,18-29,White / Caucasian,1000,yes
control,pid_464,Female,18-29,Latino / Hispanic,1000,yes
control,pid_467,Female,18-29,White / Caucasian,1000,yes
control,pid_469,Female,45-59,Black / African-American,1000,yes
control,pid_470,Male,18-29,Latino / Hispanic,1000,yes
control,pid_474,Female,45-59,Black / African-American,1000,yes
control,pid_475,Male,18-29,White / Caucasian,1000,yes
control,pid_478,Male,60+,White / Caucasian,1000,yes
control,pid_481,Female,18-29,White / Caucasian,1000,no
control,pid_482,Male,60+,White / Caucasian,1000,no
control,pid_483,Female,45-59,White / Caucasian,1000,no
control,pid_485,Female,60+,White / Caucasian,1000,no
control,pid_487,Female,18-29,Black / African-American,1000,yes
control,pid_490,Female,30-44,White / Caucasian,1000,no
control,pid_491,Male,30-44,White / Caucasian,1000,yes
control,pid_492,Female,60+,White / Caucasian,1000,yes
control,pid_495,Female,60+,Black / African-American,1000,no
control,pid_496,Female,60+,White / Caucasian,1000,no
control,pid_498,Male,60+,White / Caucasian,1000,no
control,pid_502,Female,60+,White / Caucasian,1000,yes
control,pid_503,Female,60+,White / Caucasian,1000,no
control,pid_507,Male,60+,Black / African-American,1000,yes
control,pid_508,Male,30-44,Latino / Hispanic,1000,no
control,pid_509,Female,45-59,White / Caucasian,1000,yes
control,pid_510,Male,45-59,White / Caucasian,1000,no
control,pid_511,Male,60+,White / Caucasian,1000,yes
control,pid_512,Female,18-29,White / Caucasian,1000,yes
control,pid_513,Male,60+,Asian / Asian-American,1000,yes
control,pid_515,Male,60+,Asian / Asian-American,1000,no
control,pid_517,Female,18-29,Latino / Hispanic,1000,yes
control,pid_520,Male,60+,White / Caucasian,1000,yes
control,pid_521,Female,60+,Black / African-American,1000,yes
control,pid_523,Female,45-59,White / Caucasian,1000,no
control,pid_525,Male,30-44,Asian / Asian-American,1000,yes
control,pid_528,Female,30-44,White / Caucasian,1000,yes
control,pid_529,Male,45-59,White / Caucasian,1000,no
control,pid_534,Male,60+,White / Caucasian,1000,no
control,pid_537,Male,30-44,Latino / Hispanic,1000,no
control,pid_541,Male,30-44,Latino / Hispanic,1000,yes
control,pid_542,Female,45-59,White / Caucasian,1000,yes
control,pid_544,Male,30-44,Latino / Hispanic,1000,no
control,pid_547,Female,45-59,White / Caucasian,1000,no
control,pid_548,Male,60+,Other,1000,no
control,pid_555,Female,60+,White / Caucasian,1000,no
control,pid_556,Female,45-59,Latino / Hispanic,1000,no
control,pid_557,Male,30-44,Asian / Asian-American,1000,no
control,pid_559,Female,30-44,White / Caucasian,1000,yes
control,pid_561,Female,30-44,Other,1000,no
control,pid_563,Male,30-44,White / Caucasian,1000,yes
control,pid_564,Female,45-59,Latino / Hispanic,1000,no
control,pid_565,Female,60+,Latino / Hispanic,1000,no
control,pid_566,Female,18-29,Black / African-American,1000,yes
control,pid_567,Female,30-44,White / Caucasian,1000,no
control,pid_569,Male,60+,Latino / Hispanic,1000,yes
control,pid_577,Female,18-29,Black / African-American,1000,yes
control,pid_578,Female,60+,White / Caucasian,1000,yes
control,pid_579,Female,18-29,White / Caucasian,1000,no
control,pid_580,Female,45-59,White / Caucasian,1000,no
control,pid_582,Male,30-44,Latino / Hispanic,1000,yes
control,pid_584,Female,30-44,Black / African-American,1000,no
control,pid_585,Male,60+,Asian / Asian-American,1000,yes
control,pid_586,Female,45-59,White / Caucasian,1000,yes
control,pid_587,Male,18-29,White / Caucasian,1000,no
control,pid_589,Female,18-29,White / Caucasian,1000,no
control,pid_595,Female,60+,Black / African-American,1000,no
control,pid_604,Male,60+,Asian / Asian-American,1000,no
control,pid_606,Male,45-59,White / Caucasian,1000,no
control,pid_607,Male,30-44,Black / African-American,1000,yes
control,pid_609,Female,60+,White / Caucasian,1000,yes
control,pid_610,Male,60+,White / Caucasian,1000,yes
control,pid_613,Female,45-59,White / Caucasian,1000,no
control,pid_614,Female,30-44,Latino / Hispanic,1000,no
control,pid_619,Male,60+,White / Caucasian,1000,no
control,pid_628,Male,18-29,Black / African-American,1000,yes
control,pid_629,Male,18-29,White / Caucasian,1000,yes
control,pid_636,Female,18-29,White / Caucasian,1000,yes
control,pid_640,Male,60+,White / Caucasian,1000,no
control,pid_651,Male,60+,White / Caucasian,1000,no
control,pid_653,Male,18-29,Latino / Hispanic,1000,yes
control,pid_654,Male,45-59,Black / African-American,1000,yes
control,pid_658,Male,30-44,White / Caucasian,1000,no
control,pid_661,Female,60+,White / Caucasian,1000,no
control,pid_664,Female,60+,Other,1000,no
control,pid_666,Male,18-29,Black / African-American,1000,no
control,pid_667,Male,45-59,White / Caucasian,1000,yes
control,pid_669,Male,18-29,White / Caucasian,1000,no
control,pid_670,Male,60+,White / Caucasian,1000,no
control,pid_673,Male,45-59,White / Caucasian,1000,no
control,pid_675,Female,60+,White / Caucasian,1000,no
control,pid_676,Female,45-59,Latino / Hispanic,1000,yes
control,pid_679,Male,18-29,White / Caucasian,1000,yes
control,pid_684,Female,18-29,White / Caucasian,1000,yes
control,pid_687,Female,18-29,White / Caucasian,1000,yes
control,pid_688,Male,18-29,Latino / Hispanic,1000,no
control,pid_691,Female,60+,Black / African-American,1000,yes
control,pid_695,Female,18-29,White / Caucasian,1000,yes
control,pid_697,Male,45-59,White / Caucasian,1000,no
control,pid_700,Male,60+,White / Caucasian,1000,no
control,pid_702,Male,60+,Latino / Hispanic,1000,no
control,pid_704,Male,18-29,Latino / Hispanic,1000,no
control,pid_705,Male,45-59,White / Caucasian,1000,no
control,pid_708,Female,60+,White / Caucasian,1000,yes
control,pid_710,Female,60+,Other,1000,no
control,pid_714,Female,45-59,Asian / Asian-American,1000,yes
control,pid_715,Female,30-44,White / Caucasian,1000,yes
control,pid_716,Male,18-29,Black / African-American,1000,yes
control,pid_717,Female,60+,White / Caucasian,1000,yes
control,pid_718,Female,60+,White / Caucasian,1000,yes
control,pid_719,Female,60+,White / Caucasian,1000,no
control,pid_721,Male,45-59,Asian / Asian-American,1000,yes
control,pid_722,Female,60+,White / Caucasian,1000,no
control,pid_724,Male,45-59,White / Caucasian,1000,no
control,pid_728,Female,60+,White / Caucasian,1000,no
control,pid_730,Female,30-44,White / Caucasian,1000,no
control,pid_731,Male,60+,Black / African-American,1000,no
control,pid_732,Male,60+,White / Caucasian,1000,yes
control,pid_736,Female,60+,White / Caucasian,1000,yes
control,pid_738,Female,30-44,White / Caucasian,1000,yes
control,pid_744,Male,60+,White / Caucasian,1000,yes
control,pid_745,Female,45-59,White / Caucasian,1000,no
control,pid_747,Female,18-29,Latino / Hispanic,1000,no
control,pid_750,Male,30-44,White / Caucasian,1000,no
control,pid_751,Male,45-59,White / Caucasian,1000,no
control,pid_753,Male,30-44,Latino / Hispanic,1000,yes
control,pid_754,Female,30-44,White / Caucasian,1000,no
control,pid_757,Female,18-29,White / Caucasian,1000,yes
control,pid_758,Female,60+,Black / African-American,1000,yes
control,pid_760,Male,30-44,White / Caucasian,1000,no
control,pid_761,Female,30-44,White / Caucasian,1000,yes
control,pid_762,Male,45-59,Black / African-American,1000,no
control,pid_763,Male,30-44,Latino / Hispanic,1000,no
control,pid_764,Male,18-29,White / Caucasian,1000,yes
control,pid_765,Male,45-59,White / Caucasian,1000,no
control,pid_767,Female,45-59,White / Caucasian,1000,yes
control,pid_770,Female,30-44,White / Caucasian,1000,no
control,pid_772,Male,18-29,White / Caucasian,1000,no
control,pid_773,Female,30-44,Latino / Hispanic,1000,yes
control,pid_774,Male,60+,White / Caucasian,1000,yes
control,pid_778,Female,30-44,White / Caucasian,1000,no
control,pid_782,Female,30-44,White / Caucasian,1000,no
control,pid_784,Female,18-29,Asian / Asian-American,1000,no
control,pid_788,Male,45-59,White / Caucasian,1000,yes
control,pid_789,Female,60+,Black / African-American,1000,no
control,pid_792,Female,45-59,White / Caucasian,1000,yes
control,pid_793,Female,60+,White / Caucasian,1000,no
control,pid_797,Female,30-44,Latino / Hispanic,1000,yes
control,pid_799,Male,18-29,Latino / Hispanic,1000,no
control,pid_800,Female,60+,Latino / Hispanic,1000,yes
control,pid_801,Male,45-59,Black / African-American,1000,no
control,pid_804,Female,30-44,White / Caucasian,1000,yes
control,pid_805,Female,30-44,White / Caucasian,1000,yes
control,pid_808,Male,30-44,Asian / Asian-American,1000,yes
control,pid_809,Female,18-29,White / Caucasian,1000,no
control,pid_810,Female,60+,Latino / Hispanic,1000,no
control,pid_812,Male,18-29,White / Caucasian,1000,no
control,pid_814,Male,30-44,White / Caucasian,1000,yes
control,pid_815,Female,60+,White / Caucasian,1000,no
control,pid_817,Male,18-29,White / Caucasian,1000,no
control,pid_818,Female,60+,White / Caucasian,1000,no
control,pid_822,Male,45-59,Latino / Hispanic,1000,yes
control,pid_824,Male,60+,White / Caucasian,1000,yes
control,pid_827,Male,30-44,White / Caucasian,1000,no
control,pid_829,Male,60+,White / Caucasian,1000,no
control,pid_830,Male,45-59,White / Caucasian,1000,no
control,pid_835,Female,60+,White / Caucasian,1000,no
control,pid_839,Male,45-59,Black / African-American,1000,yes
control,pid_841,Female,60+,Black / African-American,1000,no
control,pid_842,Female,45-59,Asian / Asian-American,1000,no
control,pid_844,Male,30-44,Asian / Asian-American,1000,no
control,pid_845,Female,60+,White / Caucasian,1000,yes
control,pid_846,Female,18-29,White / Caucasian,1000,yes
control,pid_847,Male,60+,White / Caucasian,1000,yes
control,pid_853,Male,18-29,Asian / Asian-American,1000,no
control,pid_855,Male,60+,White / Caucasian,1000,no
control,pid_856,Female,60+,Black / African-American,1000,no
control,pid_857,Female,60+,White / Caucasian,1000,yes
control,pid_858,Female,45-59,Black / African-American,1000,no
control,pid_860,Female,60+,White / Caucasian,1000,yes
control,pid_861,Male,60+,White / Caucasian,1000,yes
control,pid_862,Female,18-29,Latino / Hispanic,1000,no
control,pid_863,Male,60+,Latino / Hispanic,1000,yes
control,pid_868,Female,45-59,White / Caucasian,1000,no
control,pid_869,Female,45-59,White / Caucasian,1000,yes
control,pid_870,Female,60+,Asian / Asian-American,1000,no
control,pid_871,Female,60+,Latino / Hispanic,1000,yes
control,pid_872,Male,45-59,Black / African-American,1000,yes
control,pid_875,Male,18-29,Black / African-American,1000,no
control,pid_877,Female,30-44,White / Caucasian,1000,no
control,pid_879,Female,60+,White / Caucasian,1000,no
control,pid_881,Male,18-29,White / Caucasian,1000,yes
control,pid_882,Male,30-44,Latino / Hispanic,1000,yes
control,pid_883,Male,18-29,White / Caucasian,1000,yes
control,pid_889,Male,18-29,White / Caucasian,1000,no
control,pid_890,Male,60+,White / Caucasian,1000,no
control,pid_895,Female,30-44,Asian / Asian-American,1000,yes
control,pid_897,Male,60+,White / Caucasian,1000,yes
control,pid_898,Female,45-59,White / Caucasian,1000,no
control,pid_900,Female,60+,White / Caucasian,1000,yes
control,pid_903,Female,18-29,Latino / Hispanic,1000,yes
control,pid_904,Male,18-29,White / Caucasian,1000,yes
control,pid_906,Male,18-29,White / Caucasian,1000,no
control,pid_909,Female,45-59,White / Caucasian,1000,no
control,pid_910,Male,45-59,White / Caucasian,1000,yes
control,pid_912,Male,45-59,White / Caucasian,1000,no
control,pid_913,Female,18-29,White / Caucasian,1000,yes
control,pid_914,Male,60+,Latino / Hispanic,1000,yes
control,pid_916,Male,60+,White / Caucasian,1000,yes
control,pid_917,Male,30-44,White / Caucasian,1000,yes
control,pid_918,Male,60+,White / Caucasian,1000,no
control,pid_920,Male,60+,Black / African-American,1000,yes
control,pid_921,Female,30-44,Latino / Hispanic,1000,yes
control,pid_924,Male,30-44,White / Caucasian,1000,yes
control,pid_926,Female,60+,White / Caucasian,1000,yes
control,pid_927,Male,60+,White / Caucasian,1000,no
control,pid_932,Female,18-29,Latino / Hispanic,1000,no
control,pid_933,Female,60+,Other,1000,yes
control,pid_935,Male,30-44,White / Caucasian,1000,yes
control,pid_938,Male,30-44,White / Caucasian,1000,no
control,pid_939,Female,60+,Latino / Hispanic,1000,yes
control,pid_940,Male,18-29,White / Caucasian,1000,yes
control,pid_945,Female,30-44,White / Caucasian,1000,yes
control,pid_946,Female,45-59,Asian / Asian-American,1000,yes
control,pid_949,Male,60+,White / Caucasian,1000,yes
control,pid_950,Male,30-44,Latino / Hispanic,1000,yes
control,pid_951,Female,45-59,Latino / Hispanic,1000,yes
control,pid_954,Female,18-29,Latino / Hispanic,1000,yes
control,pid_955,Female,60+,White / Caucasian,1000,yes
control,pid_956,Male,30-44,Latino / Hispanic,1000,no
control,pid_957,Female,30-44,Latino / Hispanic,1000,yes
control,pid_958,Female,60+,White / Caucasian,1000,yes
control,pid_959,Female,18-29,Black / African-American,1000,no
control,pid_961,Female,30-44,Black / African-American,1000,yes
control,pid_964,Female,45-59,White / Caucasian,1000,no
control,pid_965,Male,30-44,Black / African-American,1000,no
control,pid_966,Male,18-29,White / Caucasian,1000,no
control,pid_968,Male,30-44,Black / African-American,1000,no
control,pid_969,Female,45-59,White / Caucasian,1000,yes
control,pid_970,Male,60+,Latino / Hispanic,1000,yes
control,pid_973,Male,30-44,Black / African-American,1000,no
control,pid_975,Male,60+,White / Caucasian,1000,no
control,pid_976,Female,45-59,White / Caucasian,1000,yes
control,pid_977,Male,60+,Black / African-American,1000,no
control,pid_980,Female,30-44,White / Caucasian,1000,no
control,pid_982,Female,45-59,White / Caucasian,1000,no
control,pid_983,Male,45-59,White / Caucasian,1000,yes
control,pid_984,Male,60+,White / Caucasian,1000,no
control,pid_985,Male,60+,White / Caucasian,1000,no
control,pid_991,Male,30-44,White / Caucasian,1000,no
control,pid_992,Male,60+,Black / African-American,1000,no
control,pid_996,Male,45-59,White / Caucasian,1000,no
control,pid_1001,Male,18-29,Latino / Hispanic,1000,yes
control,pid_1003,Female,60+,White / Caucasian,1000,yes
control,pid_1005,Female,30-44,White / Caucasian,1000,no
control,pid_1006,Female,60+,White / Caucasian,1000,no
control,pid_1007,Male,30-44,Black / African-American,1000,yes
control,pid_1008,Male,60+,White / Caucasian,1000,no
control,pid_1010,Female,60+,Latino / Hispanic,1000,yes
control,pid_1011,Female,30-44,Other,1000,yes
control,pid_1016,Female,18-29,White / Caucasian,1000,yes
control,pid_1017,Female,30-44,White / Caucasian,1000,no
control,pid_1018,Female,18-29,Other,1000,yes
control,pid_1019,Female,45-59,Latino / Hispanic,1000,yes
control,pid_1021,Male,45-59,White / Caucasian,1000,no
control,pid_1022,Female,18-29,White / Caucasian,1000,no
control,pid_1023,Male,18-29,Black / African-American,1000,no
control,pid_1027,Female,45-59,White / Caucasian,1000,no
control,pid_1029,Female,45-59,Black / African-American,1000,no
control,pid_1030,Female,45-59,Other,1000,yes
control,pid_1031,Male,45-59,Asian / Asian-American,1000,no
control,pid_1034,Male,60+,Black / African-American,1000,no
control,pid_1037,Female,18-29,White / Caucasian,1000,yes
control,pid_1038,Male,45-59,White / Caucasian,1000,no
control,pid_1041,Male,45-59,White / Caucasian,1000,yes
control,pid_1043,Female,30-44,White / Caucasian,1000,yes
control,pid_1044,Female,45-59,White / Caucasian,1000,yes
control,pid_1045,Female,60+,Black / African-American,1000,no
control,pid_1046,Female,60+,White / Caucasian,1000,no
control,pid_1047,Female,60+,White / Caucasian,1000,yes
control,pid_1048,Male,30-44,White / Caucasian,1000,yes
control,pid_1050,Male,60+,White / Caucasian,1000,no
control,pid_1051,Male,18-29,Latino / Hispanic,1000,yes
control,pid_1053,Female,18-29,White / Caucasian,1000,no
control,pid_1054,Male,60+,White / Caucasian,1000,yes
control,pid_1060,Male,30-44,Black / African-American,1000,yes
control,pid_1062,Female,60+,White / Caucasian,1000,no
control,pid_1063,Female,18-29,Asian / Asian-American,1000,yes
control,pid_1064,Male,18-29,White / Caucasian,1000,yes
control,pid_1065,Male,30-44,Latino / Hispanic,1000,no
control,pid_1067,Male,60+,White / Caucasian,1000,no
control,pid_1072,Male,18-29,Latino / Hispanic,1000,yes
control,pid_1073,Male,60+,White / Caucasian,1000,no
control,pid_1081,Female,60+,White / Caucasian,1000,no
control,pid_1082,Female,45-59,Black / African-American,1000,yes
control,pid_1086,Female,30-44,Black / African-American,1000,no
control,pid_1089,Female,60+,White / Caucasian,1000,yes
control,pid_1090,Female,60+,White / Caucasian,1000,no
control,pid_1091,Male,60+,White / Caucasian,1000,no
control,pid_1092,Female,45-59,White / Caucasian,1000,no
control,pid_1094,Female,30-44,White / Caucasian,1000,yes
control,pid_1096,Female,30-44,White / Caucasian,1000,no
control,pid_1097,Female,60+,Latino / Hispanic,1000,yes
control,pid_1100,Male,30-44,White / Caucasian,1000,yes
control,pid_1101,Male,18-29,Other,1000,no
control,pid_1103,Female,18-29,Asian / Asian-American,1000,no
control,pid_1108,Female,60+,White / Caucasian,1000,no
control,pid_1109,Male,45-59,White / Caucasian,1000,yes
control,pid_1111,Male,60+,White / Caucasian,1000,no
control,pid_1114,Male,45-59,Other,1000,yes
control,pid_1115,Female,45-59,White / Caucasian,1000,yes
control,pid_1116,Male,18-29,White / Caucasian,1000,yes
control,pid_1118,Male,18-29,White / Caucasian,1000,no
control,pid_1120,Male,30-44,White / Caucasian,1000,no
control,pid_1122,Male,18-29,Latino / Hispanic,1000,no
control,pid_1124,Female,30-44,Black / African-American,1000,yes
control,pid_1125,Male,30-44,Asian / Asian-American,1000,yes
control,pid_1128,Female,18-29,White / Caucasian,1000,no
control,pid_1129,Female,45-59,White / Caucasian,1000,no
control,pid_1130,Female,18-29,White / Caucasian,1000,no
control,pid_1131,Male,45-59,White / Caucasian,1000,yes
control,pid_1132,Female,45-59,Latino / Hispanic,1000,yes
control,pid_1133,Female,60+,White / Caucasian,1000,no
control,pid_1135,Male,45-59,White / Caucasian,1000,yes
control,pid_1137,Male,60+,Asian / Asian-American,1000,yes
control,pid_1138,Male,30-44,White / Caucasian,1000,yes
control,pid_1139,Female,60+,White / Caucasian,1000,no
control,pid_1144,Male,60+,White / Caucasian,1000,yes
control,pid_1145,Female,30-44,Asian / Asian-American,1000,yes
control,pid_1147,Male,30-44,White / Caucasian,1000,yes
control,pid_1148,Female,30-44,Latino / Hispanic,1000,yes
control,pid_1153,Female,30-44,White / Caucasian,1000,yes
control,pid_1154,Female,30-44,White / Caucasian,1000,no
control,pid_1156,Male,45-59,White / Caucasian,1000,no
control,pid_1157,Female,45-59,White / Caucasian,1000,yes
control,pid_1159,Female,60+,White / Caucasian,1000,yes
control,pid_1168,Male,45-59,White / Caucasian,1000,yes
control,pid_1174,Female,45-59,White / Caucasian,1000,yes
control,pid_1175,Female,30-44,Latino / Hispanic,1000,no
control,pid_1176,Male,30-44,White / Caucasian,1000,yes
control,pid_1178,Female,18-29,Latino / Hispanic,1000,yes
control,pid_1179,Male,60+,White / Caucasian,1000,no
control,pid_1181,Female,18-29,Asian / Asian-American,1000,no
control,pid_1182,Male,60+,White / Caucasian,1000,yes
control,pid_1183,Female,60+,White / Caucasian,1000,yes
control,pid_1185,Female,30-44,White / Caucasian,1000,no
control,pid_1186,Female,30-44,White / Caucasian,1000,no
