persona_id,age_band,gender,QID1721185783_3_TEXT,year_birth,race,QID1721185785_5_TEXT,education,QID1721185787_1,QID1721185787_2,QID1721185787_3,income,household,social_class,rural,zip_code,attention1,party,QID1721185795_4_TEXT,religion,QID1721185824_22_TEXT,epist_auton_1,epist_auton_2,epist_auton_3,epist_auton_4,epist_auton_5,epist_auton_6,attention2,partisan_importance,religion_bornagain,religiosity
pid_1465,18-29,Male,,1998,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$168,000 or more",2,Upper class,A suburb near a large city,90210,Somewhat disagree,Independent,,Jewish,,6,6,4,6,6,2,attention,,,15
pid_1467,60+,Male,,1948,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,3,6,6,1 Strongly disagree,attention,,No,20
pid_1468,30-44,Male,,1985,Latino / Hispanic,,Some college or Associate's degree,No,Yes,Yes,"$100,000 to $167,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Catholic,,6,6,3,6,6,2,attention,,No,50
pid_1469,45-59,Male,,1980,Black / African-American,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,3,6,6,2,attention,25,No,75
pid_1470,45-59,Female,,1980,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,7 Strongly agree,1 Strongly disagree,attention,80,,
pid_1471,30-44,Male,,1985,White / Caucasian,,High school diploma / GED,Yes,Yes,No,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,75,,
pid_1472,30-44,Male,,1985,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,75,No,35
pid_1473,30-44,Female,,1985,Black / African-American,,Some college or Associate's degree,No,Yes,Yes,"$30,000 to $55,999",6 or more,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,,,
pid_1474,45-59,Female,,1980,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,2,6,6,1 Strongly disagree,attention,70,,
pid_1475,18-29,Female,,2000,Black / African-American,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",3,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,5,6,7 Strongly agree,2,attention,75,,
pid_1476,30-44,Female,,1985,Black / African-American,,High school diploma / GED,Yes,Yes,Not applicable,"$30,000 to $55,999",3,Working class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Other religion (please specify),Spiritual but not religious,6,6,4,6,6,2,attention,75,,20
pid_1477,18-29,Male,,2000,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,2,attention,,,
pid_1478,60+,Male,,1965,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,3,6,6,2,attention,70,No,85
pid_1479,30-44,Female,,1984,Black / African-American,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Other (please specify),Something else,I am not religious,,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,
pid_1480,60+,Male,,1955,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Other (please specify),,I am not religious,,6,6,4,6,6,2,attention,,,
pid_1481,45-59,Male,,1980,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$168,000 or more",6 or more,Upper class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,7 Strongly agree,7 Strongly agree,4,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,85,Yes,85
pid_1482,60+,Male,,1964,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_1483,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Spiritual but not affiliated with a specific religion,6,6,4,6,6,2,attention,,,25
pid_1485,45-59,Female,,1980,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"Less than $30,000",4,Working class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,5,5,3,5,6,2,attention,60,,
pid_1487,18-29,Female,,1999,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Jewish,,6,6,4,6,6,2,attention,75,,35
pid_1488,60+,Male,,1965,Asian / Asian-American,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",1,Middle class,A suburb near a large city,99999,Somewhat disagree,Other (please specify),Progressive,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,,,
pid_1489,30-44,Male,,1984,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,4,6,6,2,attention,70,No,40
pid_1490,60+,Female,,1965,Black / African-American,,Some college or Associate's degree,Yes,Yes,No,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,6,6,4,6,6,1 Strongly disagree,attention,80,No,35
pid_1491,18-29,Male,,1999,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,2,attention,,,
pid_1492,30-44,Female,,1985,White / Caucasian,,Less than high school,Yes,Yes,Not applicable,"Less than $30,000",4,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,80,,
pid_1493,45-59,Female,,1980,Black / African-American,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,2,attention,75,No,30
pid_1494,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,2,attention,,,
pid_1495,60+,Male,,1963,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$100,000 to $167,999",2,Upper class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,70,No,35
pid_1496,18-29,Male,,2000,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Protestant,,6,6,4,6,6,1 Strongly disagree,attention,,Yes,75
pid_1497,30-44,Male,,1985,Asian / Asian-American,,Some college or Associate's degree,No,Yes,No,"$56,000 to $99,999",4,Middle class,A large city,99999,Somewhat disagree,Other (please specify),Progressive,I am not religious,,6,6,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,
pid_1499,60+,Male,,1965,Black / African-American,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,70,,
pid_1500,30-44,Male,,1985,Other,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,60,,
pid_1501,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,85,No,35
pid_1502,30-44,Male,,1985,Latino / Hispanic,,High school diploma / GED,Yes,Yes,No,"$30,000 to $55,999",4,Working class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,7 Strongly agree,7 Strongly agree,4,6,7 Strongly agree,2,attention,,No,55
pid_1503,45-59,Male,,1968,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,,,
pid_1504,60+,Male,,1964,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,7 Strongly agree,1 Strongly disagree,attention,70,,
pid_1505,18-29,Female,,2002,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"Less than $30,000",3,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,2,attention,85,No,75
pid_1506,30-44,Male,,1985,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$30,000 to $55,999",2,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,5,6,7 Strongly agree,2,attention,85,No,45
pid_1507,30-44,Female,,1982,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,85,No,60
pid_1508,30-44,Male,,1985,Other,Other,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,4,6,6,2,attention,,No,40
pid_1509,30-44,Female,,1985,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$100,000 to $167,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,7 Strongly agree,1 Strongly disagree,attention,85,,
pid_1510,18-29,Female,,2000,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,5,5,4,5,6,2,attention,,,
pid_1511,60+,Male,,1965,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,5,6,6,2,attention,,,
pid_1512,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,5,5,4,5,6,2,attention,65,,
pid_1513,45-59,Female,,1980,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Catholic,,6,6,3,6,6,2,attention,,No,75
pid_1514,45-59,Female,,1980,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$100,000 to $167,999",4,Upper class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,45,No,40
pid_1515,30-44,Female,,1985,Asian / Asian-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,85,,
pid_1516,60+,Male,,1948,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,6,6,3,6,6,2,attention,65,No,55
pid_1517,30-44,Male,,1985,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$30,000 to $55,999",6 or more,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,2,attention,70,No,55
pid_1518,18-29,Male,,2000,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,5,6,6,2,attention,75,No,15
pid_1519,30-44,Male,,1985,Other,Other,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,85,,
pid_1520,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Non-denominational Christian,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,75
pid_1521,30-44,Male,,1985,Asian / Asian-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,80,,
pid_1522,30-44,Male,,1985,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,No,"$56,000 to $99,999",4,Middle class,A small city or town,19104,Somewhat disagree,Independent,,Catholic,,6,6,5,6,6,1 Strongly disagree,attention,,No,30
pid_1523,18-29,Female,,2000,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$168,000 or more",4,Upper class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,4,6,6,2,attention,,Yes,70
pid_1524,60+,Female,,1948,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,75,,
pid_1525,45-59,Female,,1978,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",4,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,3,6,6,2,attention,,No,45
pid_1526,18-29,Male,,1998,Latino / Hispanic,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,2,attention,,,
pid_1527,60+,Female,,1958,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Other religion (please specify),Spiritual but not affiliated with a specific religion,6,6,3,6,6,2,attention,70,,30
pid_1528,30-44,Male,,1985,Black / African-American,,Some college or Associate's degree,Yes,Yes,No,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,65,,
pid_1529,18-29,Male,,2000,Latino / Hispanic,,High school diploma / GED,No,Yes,Not applicable,"Less than $30,000",4,Working class,A large city,99999,Somewhat disagree,Independent,,I am not religious,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,,,
pid_1531,60+,Female,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,7 Strongly agree,1 Strongly disagree,attention,85,,
pid_1532,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,5,5,2,5,6,1 Strongly disagree,attention,,,
pid_1533,18-29,Male,,2000,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,3,6,6,2,attention,,Yes,65
pid_1534,45-59,Male,,1980,Black / African-American,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",3,Middle class,A large city,99999,Somewhat disagree,Democrat,,Other religion (please specify),Non-denominational Christian,7 Strongly agree,7 Strongly agree,2,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,65,,75
pid_1535,45-59,Female,,1980,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$100,000 to $167,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,6,6,4,6,6,2,attention,70,,
pid_1536,60+,Female,,1965,Black / African-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A large city,99999,Somewhat disagree,Independent,,I am not religious,,7 Strongly agree,7 Strongly agree,4,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,
pid_1537,60+,Female,,1945,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$168,000 or more",1,Upper class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Hindu,,7 Strongly agree,7 Strongly agree,2,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,70,,35
pid_1538,30-44,Male,,1985,Other,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",3,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,75,,
pid_1539,18-29,Female,,2000,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,3,6,6,2,attention,,No,35
pid_1540,60+,Male,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,55,No,75
pid_1541,18-29,Female,,2002,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Republican,,Other religion (please specify),Other,6,6,5,6,6,2,attention,75,,45
pid_1542,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,5,6,6,2,attention,70,No,35
pid_1543,45-59,Female,,1980,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$56,000 to $99,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,3,6,6,2,attention,65,No,55
pid_1544,30-44,Female,,1985,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Other religion (please specify),Spiritual but not religious,6,6,4,6,6,2,attention,65,,20
pid_1545,45-59,Male,,1978,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$100,000 to $167,999",4,Middle class,A small city or town,53703,Somewhat disagree,Republican,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,55,,
pid_1546,30-44,Female,,1985,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"Less than $30,000",2,Working class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,2,6,7 Strongly agree,1 Strongly disagree,attention,80,,
pid_1547,18-29,Male,,2000,Asian / Asian-American,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,6,6,5,6,6,2,attention,65,,
pid_1548,18-29,Female,,2000,Black / African-American,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A large city,99999,Somewhat disagree,Democrat,,Protestant,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,85,No,35
pid_1549,30-44,Female,,1986,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"Less than $30,000",4,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,2,6,6,2,attention,70,No,35
pid_1550,30-44,Female,,1985,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,85,,
pid_1551,60+,Female,,1945,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,
pid_1552,18-29,Male,,1998,White / Caucasian,,High school diploma / GED,Yes,Yes,No,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,2,6,6,2,attention,75,Yes,40
pid_1553,60+,Female,,1945,White / Caucasian,,High school diploma / GED,Yes,Yes,No,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,2,6,6,2,attention,80,Yes,80
pid_1554,60+,Male,,1965,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,No,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,4,6,7 Strongly agree,2,attention,55,No,35
pid_1555,18-29,Female,,2000,Asian / Asian-American,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",3,Working class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Spiritual but not religious,6,6,4,6,6,1 Strongly disagree,attention,,,20
pid_1556,30-44,Female,,1985,Black / African-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A large city,99999,Somewhat disagree,Democrat,,Protestant,,6,6,4,6,6,1 Strongly disagree,attention,85,No,55
pid_1557,60+,Male,,1965,Black / African-American,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,2,6,6,2,attention,,,
pid_1558,60+,Male,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",4,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,80,Yes,65
pid_1559,60+,Male,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Jewish,,5,5,3,5,5,2,attention,70,,35
pid_1560,18-29,Female,,1998,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,5,6,6,2,attention,,,
pid_1561,30-44,Female,,1985,Asian / Asian-American,,Some college or Associate's degree,No,Yes,Yes,"$30,000 to $55,999",1,Middle class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,7 Strongly agree,7 Strongly agree,4,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,70,,
pid_1562,60+,Male,,1965,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$56,000 to $99,999",3,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,6,2,attention,70,,
pid_1563,45-59,Female,,1980,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$168,000 or more",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Other religion (please specify),Other,6,6,3,5,6,2,attention,75,,5
pid_1564,60+,Female,,1966,Black / African-American,,Some college or Associate's degree,No,Yes,No,"$56,000 to $99,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Other religion (please specify),Non-denominational Christian,6,6,4,6,6,2,attention,75,,70
pid_1565,60+,Female,,1955,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,2,attention,70,No,40
pid_1566,18-29,Male,,1999,Latino / Hispanic,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,6,6,3,6,6,2,attention,70,,
pid_1567,30-44,Male,,1985,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,1 Strongly disagree,attention,70,No,20
pid_1568,30-44,Female,,1985,Black / African-American,,High school diploma / GED,Yes,Yes,Not applicable,"$30,000 to $55,999",6 or more,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Other religion (please specify),Other,7 Strongly agree,7 Strongly agree,5,6,7 Strongly agree,1 Strongly disagree,attention,70,,20
pid_1569,30-44,Male,,1985,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",4,Working class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,6,6,4,6,6,2,attention,45,,
pid_1570,18-29,Male,,1998,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,5,5,4,5,6,2,attention,75,,
pid_1571,30-44,Male,,1985,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_1572,45-59,Female,,1980,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Upper class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Jewish,,6,6,3,6,6,2,attention,85,,35
pid_1573,18-29,Female,,2000,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Other religion (please specify),Other religion,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,75,,70
pid_1574,18-29,Male,,1998,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,60,Yes,75
pid_1575,18-29,Male,,2000,Asian / Asian-American,,Some college or Associate's degree,No,Yes,No,"$56,000 to $99,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,,,
pid_1576,60+,Male,,1948,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,7 Strongly agree,7 Strongly agree,5,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,
pid_1577,45-59,Female,,1968,Asian / Asian-American,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A suburb near a large city,10001,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,65,,
pid_1578,60+,Female,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,
pid_1579,60+,Female,,1945,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$30,000 to $55,999",6 or more,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,5,6,2,attention,70,No,40
